Colonia,NoAsignacion,Descripcion,MontoContratado,EmpresaContratista,ClaseAsigna,ZonaC,Rubro,SubRubro,FechaInicio,FechaTermino,StatusAdmvo,Control,Anio
396,691/N-AD-C11-07,CONSTRUCCION DE ALCANTARILLADO  SANITARIO CON TUBERIA DE P.V.C. Y DESCARGAS DOMICILIARIAS UBICADAS EN LAS CALLES SIGUIENTES : ORQUIDEAS ENTRE CALLE 6 Y BUGAMBILIAS PRIV. ORQUIDEAS ENTRE ORQUIDEAS Y CERRADA GARDENIAS ENTRE CLAVEL Y CERRADA BUGAMBILIAS E,534279.94,ESTUDIOS PROYECTOS Y CONSTRUCCIONES DE GUADALAJARA S.A. DE C.V.,Obra,3,Infraestructura Urbana,Alcantarillado,12-Nov-07,9-Mar-08,En proceso,1,2007
83,693/N-AD-C11-07,"CONSTRUCCION DE LA RED DE ALCANTARILLADO SANITARIO Y DESCARGAS DOMICILIARIAS CON TUBERIA DE P.V.C. DE 10"" DE DIAMETRO SERIE 25 EN LAS SIGUIENTES CALLES:  RIO ABAJO OBELISCO LAUREL Y PRIV. CASCADA ENTRE CALLE CASCADA Y LUCERO; LUCERO ENTRE RIO ABAJO Y",516981.11,CONSTRUCTORA APANTLI S.A. DE C.V.,Obra,7,Infraestructura Urbana,Alcantarillado,12-Nov-07,31-Ene-08,Finiquitada,1,2007
266,694/N-AD-C11-07,CONSTRUCCION DE LINEA DE ALCANTARILLADO SANITARIO CON TUBERIA DE P.V.C. SERIE S-25 Y DESCARGAS DOMICILIARIAS UBICADAS EN LAS CALLES SIGUIENTES: ROBLE ENTRE PROLONGACION VOLCAN QUINCEO Y ALAMO GUAYABO ENTRE ALAMO Y PINO PINO ENTRE GUAYABO Y LAUREL EN LA,252299.37,CONSTRUCTORA COSALA SA DE CV,Obra,7,Infraestructura Urbana,Alcantarillado,12-Nov-07,09-Dic-07,Finiquitada,1,2007
250,696/N-AD-C11-07,CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO CON TUBERIA DE P.V.C. SERIE S-25 Y DESCARGAS DOMICILIARIAS UBICADAS EN LAS CALLES SIGUIENTES: COSTA GRANDE ENTRE PUERTO ENSENADA Y PROLONGACION AV. GUADALUPE COSTA CHICA ENTRE PUERTO ENSENADA Y PROLONGACION,703475.37,P Y P CONSTRUCTORA S.A. DE C.V.,Obra,7,Infraestructura Urbana,Alcantarillado,12-Nov-07,21-Feb-08,En proceso,1,2007
186,697/N-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL SOBRE EMPEDRADO UBICADO EN LA CALLE CANTERA MORADA DE PLAN DE AGUA PRIETA A LAS FLORES EN LA COLONIA JARDINES DE LA ESPERANZA,600000,LIM CONSTRUCTORA S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,24-Nov-07,08-Ene-08,En proceso,1,2007
241,698/N-AD-C11-07,CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO CON TUBERIA DE P.V.C. SERIE S-25 Y DESCARGAS DOMICILIARIAS UBICADAS EN LAS SIGUIENTES CALLES: PASEO DE LOS AVELLANOS ENTRE PASEO DE LOS ZAPOTES Y PASEO DE LOS ROBLES PASEO DE LOS TABACHINES ENTRE PASEO DE,640272.74,HAYETI S.A. DE C.V.,Obra,2B,Infraestructura Urbana,Alcantarillado,12-Nov-07,06-Ene-08,Terminada sin Finiquitar,1,2007
146,699/N-AD-C11-07,CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO CON TUBERIA P.V.C. SERIE S-25 Y DESCARGAS DOMICILIARIAS UBICADAS EN LAS CALLES: PRIV. LA GLORIA ENTRE VICENTE ALVAREZ Y CERRADA VICENTE ALVAREZ ENTRE AV. LAS TORRES Y CERRADA PRIV. CABRILLAS ENTRE CABRILLA,316593.88,FICARE CONSTRUCCIONES S.A. DE C.V.,Obra,5A,Infraestructura Urbana,Alcantarillado,12-Nov-07,23-Dic-07,Finiquitada,1,2007
111,700/N-AD-C11-07,REHABILITACION DE CARPETA ASFALTICA UBICADA EN LAS SIGUIENTES CALLES SAN IGNACIO SAN PEDRO EN LA COLONIA COPALITA POBLADO,450000,ASFALTOS INTERNACIONALES DE GUADALAJARA S.A. DE C.V.,Obra,RS,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,26-Dic-07,Terminada sin Finiquitar,1,2007
338,701/N-AD-C11-07,CONSTRUCCION DE RED DE AGUA POTABLE CON TUBERIA DE P.V.C. SERIE RD-26 Y TOMAS DOMICILIARIAS UBICADA EN: CALLES ROBERTO OROZCO DELGADO REFUGIO OROZCO DELGADO Y DON BOSCO ENTRE CALLE RAMON OROZCO Y CALLE LUCIO BLANCO Y CERRADA  ( CALLE LUCIO BLANCO ENTRE C,565063.31,GRUPO CONSTRUCTOR PERSEVERANCIA S.A. DE C.V.,Obra,RN,Infraestructura Urbana,Agua Potable,12-Nov-07,06-Ene-08,En proceso,1,2007
365,704/N-AD-C11-07,CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO CON TUBERIA DE PVC SERIE S=25 Y DESCARGAS DOMICILIARIAS EN LAS CALLES SIGUIENTES: SHUBERT  ENTRE PRIV. DIAZ ORDAZ Y DIAZ ORDAZ PITAGORAS ENTRE PRIV. DIAZ ORDAZ Y CERRADA DIAZ ORDAZ ENTRE SHUBERT Y  RIO AMA,600468.49,CONSTRUCCIONES CITUS S.A. DE C.V.,Obra,RS,Infraestructura Urbana,Alcantarillado,24-Nov-07,19-Mar-08,En proceso,1,2007
277,706/N-AD-C11-07,CONSTRUCCIoN DE GUARDAGANADO UBICADO EN LA SEGUNDA PUERTA DEL CAMINO A LAS ANIMAS CONSTRUCCIoN DE UN GUARDAGANADO UBICADO EN EL CAMINO DEL INGRESO AL PREDIO EL MORADO Y CONSTRUCCIoN DE PAVIMENTO CON EMPEDRADO ZAMPEADO DEL CAMINO AL MORADO AL CAMINO AL VA,206483.15,ING. IVAN JAIME DE ALBA PADILLA,Obra,RN,Infraestructura Urbana,Infraestructura Rural,26-Nov-07,23-Dic-07,En proceso,1,2007
126,707/N-AD-C11-07,REHABILITACION DEL CANAL DE RIEGO UBICADO A 200.00 M. DEL POBLADO EJIDO EXHACIENDA DEL LAZO,960150.93,CONSORCIO CONSTRUCTOR ADOBES S.A. DE C.V.,Obra,RN,Infraestructura Urbana,Infraestructura Rural,12-Nov-07,09-Dic-07,En proceso,1,2007
422,709/N-AD-C11-07,CONSTRUCCION DE BORDO UBICADO EN EL  POTRERO EL RESUMIDERO EN EL EJIDO ZOQUIPAN,226136.24,CONSTRUCTORA VIJELA S.A. DE C.V.,Obra,RS,Infraestructura Urbana,Infraestructura Rural,12-Nov-07,09-Dic-07,Finiquitada,1,2007
167,710/N-AD-C11-07,CONSTRUCCIoN DE LA CONTINUACIoN DE LA AMPLIACIoN DEL CAMINO MILPILLAS A HUAXTLA EN EL POBLADO DE HUAXTLA,768623.49,ARMAR EDIFICACIONES Y ACABADOS S.A. DE C.V.,Obra,RN,Infraestructura Urbana,Infraestructura Rural,12-Nov-07,26-Dic-07,Terminada sin Finiquitar,1,2007
65,715/P-AD-C10-07,ELABORACION DEL PROYECTO ARQUITECTONICO EJECUTIVO DE LA AMPLIACION DEL MUSEO DE ARTE DE ZAPOPAN-MAZ UBICADO EN EL ANDADOR 20 DE NOVIEMBRE NUMERO 166 ESQUINA CON LA CALLE 28 DE ENERO EN EL CENTRO HISTORICO.,473386.88,ARQ. ENRIQUE FRANCISCO TOUSSAINT OCHOA,Estudio y/o Proyecto,1A,Equipamiento Urbano,Cultura,5-Nov-07,4-Feb-08,En proceso,1,2007
237,717/P-AD-C11-07,ELABORACION DEL DICTAMEN TECNICO DEL PUENTE VEHICULAR UBICADO EN LA AVENIDA MARIANO OTERO Y PERIFERICO EN LA COLONIA MARIANO OTERO,76475,COLEGIO DE INGENIEROS CIVILES DEL ESTADO DE JALISCO A.C.,Estudio y/o Proyecto,7,Infraestructura Urbana,Infraestructura Vial,5-Nov-07,18-Nov-07,Finiquitada,1,2007
237,719/P-CR-C10-07,CONSTRUCCION DE PUENTE VEHICULAR UBICADO EN PROLONGACIoN AVENIDA MARIANO OTERO EN SU CRUCE CON EL ARROYO GARABATOS ENTRE LOS CADENAMIENTOS 1+940 Y 1+960 EN LA COLONIA MARIANO OTERO,5000000,CONCURSO POR INVITACION RESTRINGIDA,Obra,7,Equipamiento Urbano,Equipamiento Vial,,,Por Iniciar,1,2007
85,720/P-AD-C11-07,CONSTRUCCIoN DE EMPEDRADO DE 15 CM DE ESPESOR UBICAQDO EN LAS SIGUIENTES CALLES: PINOS ENTRE CEDROS Y FRESNOS CEDROS ENTRE ACACIAS A LiMITE DE LA COLONIA EN LA COLONIA COLINAS DE LOS ROBLES.,680000,CONMEXIN S. DE R.L.,Obra,3,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,En proceso,1,2007
63,722/P-AD-C12-07,REHABILITACION DE ASFALTO UBICADO EN AV. ACUEDUCTO ENTRE CALLE SAN MATIAS A VALLE DE ATEMAJAC EN LA COLONIA LA CASITA.,680000,NAPRECO GRUPO CONSTRUCTOR S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,19-Dic-07,23-Ene-08,Por Iniciar,1,2007
144,723/P-AD-C11-07,BACHEO CON MEZCLA ASFALTICA Y SELLO SLURRY SEAL DE 8 MM UBICADO EN LAS SIGUIENTES CALLES: ALHELIES Y MAGNOLIAS ENTRE SANTA ESTHER Y SANTA MARGARITA EN LA COLONIA GIRASOLES,487103.77,ACONT S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,08-Dic-07,12-Ene-08,En proceso,1,2007
160,724/N-AD-C12-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO  DE 15 CM DE ESPESOR  AHOGADO EN CONCRETO DE F'C=250 KG/CM2 UBICADO EN LAS CALLES JOSE VASCONCELOS GENERAL ENRIQUE GOROSTIETA ENTRE GENERAL LUIS GONZAGA OSOLLO Y LIC. ANACLETO GONZALEZ FLORES EN LA COLONIA HEROES NACI,680000,NAPRECO GRUPO CONSTRUCTOR S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,03-Ene-08,16-Feb-08,En proceso,1,2007
171,726/N-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN PRIVADA EMILIANO ZAPATA ENTRE FRANCISCO I MADERO Y CERRADA EN LA COLONIA INDIGENA SAN JUAN DE OCOTAN,291236.95,ESPACIO DESARROLLO Y CONSTRUCCION S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,18-Dic-07,22-Ene-08,Terminada sin Finiquitar,1,2007
198,727/P-AD-C11-07,REHABILITACION DE ASFALTO UBICADO EN AV. VALLE DE ATEMAJAC ENTRE AV. ACUEDUCTO A SU LIMITE  CON JARDIN REAL EN LA COLONIA JARDINES DEL VALLE,514000,CONSTRUCCIONES ELECTRIFICACIONES Y ARRENDAMIENTOS DE MAQUINARIA S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,21-Dic-07,25-Ene-08,En proceso,1,2007
259,728/P-AD-C11-07,CONSTRUCCION  DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LA CALLE GUADALJARA ENTRE 6 DE ENERO A CAMINO VIEJO A TESISTaN EN LA COLONIA NUEVO MEXICO.,514000,ACONT S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,01-Dic-07,15-Ene-08,En proceso,1,2007
378,729/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN ANTIGUO CAMINO A TESISTAN ENTRE PALMERAS Y SANTA MERCEDES EN LA COLONIA TUZANIA EJIDAL.,500000,CONSTRUCTUR S.A DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,01-Dic-07,05-Ene-08,Terminada sin Finiquitar,1,2007
97,730/P-AD-C11-07,REHABILITACION DE ASFALTO UBICADO EN LAS CALLES VOLCAN JORULLO Y VOLCAN POPOCATEPETL ENTRE VOLCAN BARU A VOLCAN DE COLIMA EN LA COLONIA COLLI URBANO II SECCION.,630282.61,LIM CONSTRUCTORA S.A. DE C.V.,Obra,6,Infraestructura Urbana,Infraestructura Vial,01-Dic-07,15-Ene-08,En proceso,1,2007
91,731/P-AD-C11-07,REHABILITACION DE CARPETA ASFALTICA EN AREAS DE ESTACIONAMIENTO UBICADO EN LAS CALLES FRANCISCO JOSE MACIN ANDADOR COLLI C.T.M. Y MARTIRES DE CHICAGO EN LA COLONIA COLLI C.T.M.,734000,NAPRECO GRUPO CONSTRUCTOR S.A. DE C.V.,Obra,6,Infraestructura Urbana,Infraestructura Vial,08-Dic-07,12-Ene-08,Por Iniciar,1,2007
356,733/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO  DE 15 CM DE ESPESOR  AHOGADO EN CONCRETO DE F'C=250 KG/CM2 UBICADO EN LAS CALLES PRIMAVERA SU TERMINACIoN AL PONIENTE DE JUAREZ JUAREZ SU TERMINACIoN AL NORTE DE PRIMAVERA  EN LA COLONIA SANTA ANA TEPETITLAN.,627214.37,CONSTRUTOP S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,04-Dic-07,18-Ene-08,Terminada sin Finiquitar,1,2007
177,734/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO DE 15 CM DE ESPESOR UBICADO EN LAS SIGUIENTES  CALLES  JARDIN DE LAS  GARDENIAS  ENTRE JARDIN DE LAS  BUGAMBILIAS  A JARDIN  DE LAS ORQUIDEAS JARDIN DE LAS  ORQUIDEAS  DE GUADALUPE  VICTORIA  A PROLONGACIoN  ITURBIDE  EN LA COLO,434715.98,CONSORCIO ROMSA DE SINALOA S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,09-Ene-08,Terminada sin Finiquitar,1,2007
130,735/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO  DE 15 CM DE ESPESOR  AHOGADO EN CONCRETO DE F'C=250 KG/CM2 UBICADO EN LAS CALLES AGUA MARINA DE PROL. BUGAMBILIA A 200 MTS AL OESTE SOBRE AGUA MARINA EN LA COLONIA LA FLORIDA.,843012.36,ALFRA INGENIEROS S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,08-Dic-07,22-Ene-08,En proceso,1,2007
8,736/P-AD-C11-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO DE 15 CM DE ESPESOR AHOGADO EN CONCRETO DE F' C=250 KG/CM2 UBICADO EN LA CALLE JUSTO SIERRA DE BENITO JUAREZ A 110 MTS. AL SURESTE SOBRE LA MISMA  EN LA COLONIA AGUA BLANCA INDUSTRIAL.,472000,CONSTRUCTUR S.A DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,01-Dic-07,24-Feb-08,En proceso,1,2007
9,737/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LA CALLE AGUA AZUL DE AGUA TERMAL A GUADALUPE GALLO EN LA COLONIA AGUA BLANCA SUR.,472000,GRUPO CONSTRUCTOR FELCA S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,21-Dic-07,25-Ene-08,En proceso,1,2007
49,739/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO DE 15 CM DE ESPESOR  UBICADO EN LA SIGUIENTE CALLE ING. GOMEZ DE SAN JOSE A EJE PALOMAR EN LA COLONIA LOS CAJETES.,324516.79,BUFETE CONSTRUCTOR ATICO S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,09-Ene-08,13-Feb-08,En proceso,1,2007
159,741/N-AD-C12-07,CONSTRUCCION DE EMPEDRADO DE 15 CM DE ESPESOR  UBICADO EN LA SIGUIENTE CALLE HACIENDITA DE CAMINO A SANTA ANA A CERRADA EN LA COLONIA LA HACIENDITA.,472000,BREYSA CONSTRUCTORA S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,03-Dic-07,06-Ene-08,Por Iniciar,1,2007
182,742/N-AD-C11-07,CONTRUCCION DE EMPEDRADO DE 15 CM DE ESPESOR UBICADO EN LAS SIGUIENTES CALLES MIXTECAS DE MEXICAS A PRADOS DEL IXTEPETE Y TOLTECAS DE PRADOS DEL IXTEPETE A CERRADA,124865.12,CONSTRUCTORA DE OBRAS HIDRAULICAS PROGRAMADAS S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,Terminada sin Finiquitar,1,2007
243,743/N-AD-C12-07,CONSTRUCCION DE EMPEDRADO DE 15 CM DE ESPESOR  UBICADO EN LA SIGUIENTE CALLE EMILIO PORTES GIL DE MIGUEL ALEMAN A CERRADA EN LA COLONIA MIGUEL DE LA MADRID.,472000,BREYSA CONSTRUCTORA S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,03-Dic-07,06-Ene-08,Por Iniciar,1,2007
344,744/P-AD-C11-07,APLICACIoN  DE CALAFATEO EN TODA AL COLONIA UBICADO EN LA COLONIA SAN FRANCISCO,80254.59,CONSTRUCTORA DE OBRAS HIDRAULICAS PROGRAMADAS S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,Terminada sin Finiquitar,1,2007
347,745/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LA CALLE DONATO MORALES ENTRE PLATA Y PROLONGACION LAZARO CARDENAS EN LA COLONIA SAN JOSE DEL BAJIO.,360000,GRANDE DE MEXICO CONSTRUCTORA E INMOBILIARIA S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Infraestructura Vial,15-Dic-07,19-Ene-08,Terminada sin Finiquitar,1,2007
358,746/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LA PRIVADA JOSE CASTAniEDA EN LA COLONIA SANTA FE.,360000,CONSTRUCCIONES ELECTRIFICACIONES Y ARRENDAMIENTOS DE MAQUINARIA S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Infraestructura Vial,22-Dic-07,26-Ene-08,En proceso,1,2007
361,747/P-AD-C11-07,REHABILITACION DE CARPETA ASFALTICA UBICADO EN AV. SANTA ESTHER DE SANTA ESTELA A SANTA LAURA  EN LA COLONIA SANTA MARGARITA PRIMERA SECCIoN,360000,CONSORCIO ROMSA DE SINALOA S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,10-Mar-08,En proceso,1,2007
108,749/P-AD-C11-07,PAVIMENTACIoN CON LOSAS DE CONCRETO HIDRAULICO UBICADA EN LA PRIVADA SAUL RODILES EN LA COLONIA CONSTITUCIoN,528000,FORMER GRUPO CONSTRUCTOR S.A DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,09-Ene-08,Por Iniciar,1,2007
165,750/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LA CALLE PALOMA DE PROLONGACIoN ALCALDE A CALLE LA LOMA EN LA COLONIA HOGARES DEL BATAN.,528000,ACONT S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,29-Nov-07,03-Ene-08,En proceso,1,2007
216,751/P-AD-C11-07,REHABILITACION Y CALAFATEO DE LOSAS DE CONCRETO UBICADAS EN CALLE LOMAS VERDES  DE LOMAS  GRANDES  A CERRADA  LOMAS DEL MAR DE LOMAS DE LOS ANGELES  A CERRADA  LOMAS  DEL  CAMINO DE LOMAS DE LOS  ANGELES  A CERRADA  LOMAS DEL VARADERO DE LOMAS DE LOS,528000,NAPRECO GRUPO CONSTRUCTOR S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,08-Dic-07,12-Ene-08,En proceso,1,2007
262,752/P-AD-C11-07,REHABILITACION DE LOSAS DE CONCRETO UBICADO EN LA CALLE PLAN DE GUADALUPE ENTRE OBREROS DE CANANEA Y PERIFERICO EN LA COLONIA LA PALMITA.,528000,FORMER GRUPO CONSTRUCTOR S.A DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,Por Iniciar,1,2007
106,753/P-AD-C11-07,REHABILITACION Y BACHEO CON MEZCLA ASFALTICA Y SELLO SLURRY SEAL DE 8 MM  EN LAS CALLES PRINCIPALES DE LA COLONIA SAN GILBERTO.,528000,LIM CONSTRUCTORA S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,01-Dic-07,15-Ene-08,Terminada sin Finiquitar,1,2007
367,754/P-AD-C11-07,REHABILITACION DE EMPEDRADO EN LAS  SIGUIENTES  CALLES CALLE  8 DE CAMECUARO A AV. A  CALLE 9 DE AV. A A CAMECUARO CALLE 10 DE AV. A  A  AV.D CALLE B DE SAN JORGE A CALLE 10 CALLE 6 DE SAN JORGE A CALLE 10 CALLE D DE SAN JORGE A CALLE 9. CALLE CERRA,528000,NAPRECO GRUPO CONSTRUCTOR S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,08-Dic-07,12-Ene-08,Terminada sin Finiquitar,1,2007
399,755/P-AD-C11-07,PAVIMENTACION CON CARPETA ASFALTICA SOBRE EMPEDRADO  DE 5CM DE ESPESOR UBICADO EN LA SIGUIENTE CALLE MELCHOR OCAMPO DESDE BOULEVARD DE LA ESPUELA A BOULEVARD DEL RODEO EN LA COLONIA EL VIGIA,528000,EMULSIONES SELLOS Y PAVIMENTOS ASFALTICOS S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,Terminada sin Finiquitar,1,2007
196,756/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO  DE 15 CM DE ESPESOR  AHOGADO EN CONCRETO DE F'C=250 KG/CM2 UBICADO EN LA CALLE PLAN DE GUADALUPE ENTRE GONZALES GALLO Y PRIVADA PENSAMIENTO EN LA COLONIA JARDINES DEL PORVENIR,478735.04,CONSTRU-OPCION S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,Finiquitada,1,2007
48,757/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO  DE 15 CM DE ESPESOR  AHOGADO EN CONCRETO DE F'C=250 KG/CM2 UBICADO EN LA CALLE ESTIBADORES ENTRE PISCADORES Y PERIODISTAS EN LA COLONIA LAS CABAniITAS,230233.94,TOPOGRAFIA Y URBANIZADORA DE OCCIDENTE SA. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,Finiquitada,1,2007
23,758/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO  DE 15 CM DE ESPESOR  AHOGADO EN CONCRETO DE F'C=250 KG/CM2 UBICADO EN LA CALLE MARGARITA MAZA DE JUAREZ ENTRE LAZARO CARDENAS Y GUADALUPE VICTORIA EN LA COLONIA ARROYO HONDO PRIMERA SECCIoN,381019.77,BUFETE EDIFICADOR OCCIDENTAL S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,09-Ene-08,13-Feb-08,Terminada sin Finiquitar,1,2007
121,759/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO  DE 15 CM DE ESPESOR  AHOGADO EN CONCRETO DE F'C=250 KG/CM2 UBICADO EN LA CALLE ALVARO OBREGON ENTRE FRANCISCO I MADERO A LAUREL EN LA COLONIA EMILIANO ZAPATA,580000,PAVIMENTOS INDUSTRIALES Y URBANIZACIONES S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,Terminada sin Finiquitar,1,2007
204,761/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO  DE 15 CM DE ESPESOR  AHOGADO EN CONCRETO DE F'C=250 KG/CM2 UBICADO EN LA CALLE LOPEZ MATEOS ENTRE CEDROS Y PARRES ARIAS EN LA COLONIA LA JOYA,596000,DURAN JIMENEZ ARQUITECTOS Y ASOCIADOS,Obra,2A,Infraestructura Urbana,Infraestructura Vial,29-Nov-07,03-Ene-08,Terminada sin Finiquitar,1,2007
370,762/P-AD-C11-07,REHABILITACION DE LOSAS DE CONCRETO HIDRAULICO UBICADAS EN AV TABACHINES ENTRE PASEOS DE LOS SABINOS  Y PASEO DE LOS ALERCES EN LA COLONIA TABACHINES,580000,FORMER GRUPO CONSTRUCTOR S.A DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,09-Ene-08,Terminada sin Finiquitar,1,2007
24,765/N-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LA CALLE AV. GUADALUPE VICTORIA SUR DE CARRETERA SALTILLO A FRANCISCO VILLA EN LA COLONIA ARROYO HONDO II SECCION,548000,URBANIZACIoN Y CONSTRUCCIoN  AVANZADA  S.A. DE C.V.,Obra,2B,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,09-Ene-08,Terminada sin Finiquitar,1,2007
38,766/N-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LA CALLE GUADALAJARA DE CARRETERA SALTILLO A MANUEL RUVALCABA EN LA COLONIA BENITO JUAREZ,548000,ASFALTOS INTERNACIONALES DE GUADALAJARA S.A. DE C.V.,Obra,2B,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,En proceso,1,2007
78,770/P-AD-C11-07,REHABILITACION DE EMPEDRADO UBICADO EN LA CALLE CIRCUNVALACION ORIENTE DE AV. CENTRAL NORTE A AV. CENTRAL SUR EN LA COLONIA CIUDAD GRANJA.,328054.69,CONSTRUCTORA DIRU S.A. DE C.V.,Obra,5A,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,30-Dic-07,Finiquitada,1,2007
420,771/N-AD-C12-07,CONSTRUCCION DE EMPEDRADO ZAMPEADO  DE 15 CM DE ESPESOR  AHOGADO EN CONCRETO DE F'C=250 KG/CM2 UBICADO EN LA CALLE CINAPECUARO ENTRE PIHUAMO Y CULIACAN EN LA COLONIA VOLCAN DEL COLLI,398146.86,CONSTRU-OPCION S.A. DE C.V.,Obra,5A,Infraestructura Urbana,Infraestructura Vial,03-Dic-07,16-Ene-08,Finiquitada,1,2007
203,772/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LAS CALLES ZARAGOZA Y ALDAMA CONTINUACION DE PEDRO LOZA EN LA COLONIA JOCOTAN.,398146.86,CONSTRUCCION Y CONSERVACION DE VIAS TERRESTRES S.A. DE C.V.,Obra,5A,Infraestructura Urbana,Infraestructura Vial,01-Dic-07,05-Ene-08,Terminada sin Finiquitar,1,2007
