Colonia,NoAsignacion,Descripcion,MontoContratado,EmpresaContratista,ClaseAsigna,ZonaC,Rubro,SubRubro,FechaInicio,FechaTermino,StatusAdmvo,Control,Anio
167,588/P-AD-C10-07,ELABORACION DE PROYECTO PARA LA PAVIMENTACION CON CARPETA ASFALTICA UBICADO EN EL CAMINO HACIA LA COLONIA AGENCIA HUAXTLA,43038.66,GRUPO CONSTRUCTOR HORUS S.A. DE C.V.,Estudio y/o Proyecto,RN,Infraestructura Urbana,Infraestructura Vial,29-Oct-07,18-Nov-07,Finiquitada,1,2007
421,590/P-AD-C11-07,ELABORACION DE PROYECTO PARA LA CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO PARA LAS SIGUIENTES CALLES: CASUARINA DE EUCALIPTO A CERRADA CIPRES ITALIANO DE EUCALIPTO A CERRADA Y EL ZAPOTE DE MOCTEZUMA A CERRADA EN LA COLONIA  PREDIO EL ZAPOTE.,26383.88,ING. FERNANDO RODRIGUEZ ANGUIS,Estudio y/o Proyecto,3,Infraestructura Urbana,Alcantarillado,12-Nov-07,09-Dic-07,Finiquitada,1,2007
221,592/P-AD-C12-07,REHABILITACION DE LOSAS DE CONCRETO UBICADAS EN LA COLONIA LOMAS DE ZAPOPAN,680000,FORMER GRUPO CONSTRUCTOR S.A DE C.V.,Obra,3,Infraestructura Urbana,Infraestructura Vial,03-Dic-07,06-Ene-08,Por Iniciar,1,2007
309,594/P-AD-C11-07,ELABORACION DE PROYECTO DE RED DE ELECTRIFICACIoN EN MEDIA Y BAJA TENSION UBICADA EN LAS CALLES SIGUIENTES: VOLCAN QUINCEO LUCIO HERNANDEZ PUERTO PEniASCO OBREROS UNIFICADOS Y PUERTO SALINAS CRUZ ENTRE AVENIDA GUADALUPE Y FUJIYAMA PUERTO TAMPICO ENTRE,74189.44,CONSTRUCCIONES E INSTALACIONES GOMORA S.A. DE C.V.,Estudio y/o Proyecto,7,Infraestructura Urbana,Electrificaciones,17-Dic-07,27-Ene-08,En proceso,1,2007
244,598/P-AD-C10-07,ELABORACION DE PROYECTO DE RED DE ELECTRIFICACION EN  MEDIA Y  BAJA  TENSION  EN LAS  SIGUIENTES  CALLES: IGNACIO  ZARAGOZA ENTRE 16 DE SEPTIEMBRE Y  JOSEFA ORTIZ DE DOMINGUEZ ; ITURBIDE ENTRE 16 DE SEPTIEMBRE Y  AGUA FRIA; PEDRO MOENO  ENTRE SIMON BOLIVA,75855.11,CONSTRUCCIONES BARAM S.A. DE C.V.,Estudio y/o Proyecto,2B,Infraestructura Urbana,Electrificaciones,5-Nov-07,30-Dic-07,Terminada sin Finiquitar,1,2007
164,604/P-AD-C12-07,CONSTRUCCION DE LOSAS DE CONCRETO HIDRAULICO UBICADO EN LA CALLE JUAN DEL CARMEN ENTRE PERIFERICO Y URANO EN LA COLONIA LA PALMITA,520000,PROYECTOS Y EDIFICACIONES DEL PAIS S.A. DE C.V.,Obra,3,Infraestructura Urbana,Infraestructura Vial,03-Dic-07,28-Ene-08,Terminada sin Finiquitar,1,2007
240,605/P-AD-C10-07,ELABORACION DE PROYECTO PARA  LA  CONSTRUCCION DE RED DE AGUA POTABLE EN LAS  SIGUIENTES CALLES : AV. INDIGENA CON CRUCE  DE LA CALLE OZOMAZTLI  A LA CALLE DELLI DE LA  CALLE  DELLI A MALINALLI  Y  DE MALINALLI A XOCIQUETZAL  A LA ENTRADA DE LA  C.F.E. E,60699.7,VENTURA CONSTRUCCIONES S.A. DE C.V.,Estudio y/o Proyecto,2B,Infraestructura Urbana,Agua Potable,5-Oct-07,16-Dic-07,Finiquitada,1,2007
282,613/P-AD-C12-07,"ELABORACION DE PROYECTO PARA LA CONSTRUCCION DE LA LINEA DE IMPULSION Y RED DE AGUA POTABLE CON TUBERIA DE PVC RD26 DE 4"" DE DIAMETRO Y TOMAS DOMICILIARIAS EN LAS CALLES TURQUESA ENTRE ZAFIRO Y CANTERA OBSIDIANA ENTRE DIAMANTE Y CANTERA CANTERA ENTRE TU",59187.75,GRUPO CONSTRUCTOR COUNTRY S.A. DE C.V.,Estudio y/o Proyecto,RN,Infraestructura Urbana,Agua Potable,24-Dic-07,3-Feb-08,En proceso,1,2007
76,616/P-AD-C11-07,AMPLIACION DE EXPLANADA DE LA GLORIETA UBICADA ENTRE LAS CALLES TIZOC XOCHITL Y MIXCOATL EN LA COLONIA CIUDAD DEL SOL,110000,CONSTRUCCIONES PARAISOS S.A. DE C.V.,Obra,6,Equipamiento Urbano,Equipamiento Vial,12-Nov-07,09-Dic-07,Terminada sin Finiquitar,1,2007
296,619/P-CA-C10-07,SUMINISTRO Y COLOCACION DE JUNTAS DE CALZADA TIPO FREYMEX T50 UBICADAS EN  PASO SUPERIOR DE LA AVENIDA VALLARTA EN SU CRUCE CON LA AVENIDA PATRIA EN LA COLONIA PRADOS VALLARTA,193639.68,OBRAS Y COMERCIALIZACION DE LA CONSTRUCCION S.A. DE C.V.,Convenio Adicional,5A,Infraestructura Urbana,Infraestructura Vial,5-Nov-07,02-Dic-07,Finiquitada,1,2007
345,620/P-CA-C10-07,REHABILITACION DE SANITARIOS Y DRENAJE EN LA ESCUELA PRIMARIA VALENTIN GOMEZ FARIAS UBICADA EN LA CALLE FRANCISCO SARABIA NO. 624 EN LA COLONIA SAN ISIDRO EJIDAL ZAPOPAN (ASIGNACION 760/06),51901.26,CONSTRU POPULI S.A. DE C.V.,Convenio Adicional,1A,Equipamiento Urbano,Educacion,26-Nov-07,09-Dic-07,Finiquitada,1,2007
83,621/P-AD-C11-07,"SUMINISTRO Y COLOCACION DE REFLECTORES PARA PATIO EN LA ESCUELA PRIMARIA ""28 DE NOVIEMBRE DE 1911"" UBICADA EN LA CALLE CASCADA NO. 150 ESQUINA MARCURIO EN LA COLONIA COLINAS DE LA PRIMAVERA",101068.88,ELECON NACIONAL S.A. DE C.V.,Obra,7,Equipamiento Urbano,Educacion,12-Nov-07,16-Dic-07,Terminada sin Finiquitar,1,2007
360,622/P-AD-C11-07,REALIZACION DE ESTUDIOS DE MECANICA DE SUELOS PARA EL DESARROLLO DEL PROYECTO DE SERVICIOS MEDICOS DE EMERGENCIAS Y ATENCION MATERNO INFANTIL UBICADO EN LAS CALLES AVENIDA DE LA PRESA PRIVADA DEL RIO Y SANTA MONICA EN LA COLONIA SANTA MONICA DE LOS CHORR,66240,GRUPO DE INGENIERIA PARA ESTUDIOS Y CONTROL DE CALIDAD S.A. DE C.V.,Estudio y/o Proyecto,RS,Equipamiento Urbano,Salud,19-Nov-07,16-Dic-07,Finiquitada,1,2007
408,625/P-AD-C12-07,CONSTRUCCION DE CUBIERTA EN EL PASO DE AGUA PLUVIAL EN EL KM. 9 ENTRE LAS CALLES MARIA PERFECTA LLAMAS Y SOLIDARIDAD EN LA COLONIA VILLA DE GUADALUPE,93760.83,CONSTRUCTORA HIRA S.A. DE C.V.,Obra,2B,Infraestructura Urbana,Alcantarillado,20-Dic-07,24-Ene-08,Terminada sin Finiquitar,1,2007
361,626/P-AD-C11-07,PROTECCION DE LINEA DE ALEJAMIENTO CON RELLENO Y MUROS DE CONTENCION DE MAMPOSTEO ASI COMO EMPEDRADO ZAMPEADO CALLE SANTA LAURA Y CERRADA COLONIA SANTA MARGARITA.( ADULTO MAYOR),621792.28,GRUPO CONSTRUCTOR FELCA S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Alcantarillado,12-Nov-07,16-Dic-07,Terminada sin Finiquitar,1,2007
356,631/P-AD-C11-07,CONSTRUCCION DE MURO DE CONTENCION CON UNA LONGITUD APROX. DE 42 MTS PARA EVITAR EL SOCAVAMIENTO DEL TALUD DEL MARGEN DERECHO ENTRE FCO. I MADERO Y CALLE ROSALES  LA COLONIA SANTA ANA TEPETITLAN.,456504.28,CONSTRUCTORA HIRA S.A. DE C.V.,Obra,8,Infraestructura Urbana,Colectores,12-Nov-07,16-Dic-07,Finiquitada,1,2007
6,638/P-AD-C11-07,CONSTRUCCION DE MURO DE CONTENCION Y RESTITUCION DE LAVADERO ARROYO GARABATO ENTRE LA PRIVADA  ALCATRAZ  Y CALLE VIOLETA EN  LA COLONIA LA AGRICOLA.,438560,CONSTRUCTORA HIRA S.A. DE C.V.,Obra,8,Infraestructura Urbana,Colectores,12-Nov-07,09-Dic-07,Terminada sin Finiquitar,1,2007
112,642/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA LA CALLE OCTAVIO PAZ DE JUANA DE ARCO A RAMON LOPEZ VELARDE DEL COMITe NO. 116/07 EN LA COLONIA LA CORONILLA,126055.7,ING. IVAN JAIME DE ALBA PADILLA,Obra,2B,Infraestructura Urbana,Infraestructura Vial,19-Nov-07,30-Dic-07,Finiquitada,1,2007
10,643/P-AD-C11-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA  LA CALLE VENERITO DE AGUA FRIA A AGUA AZUL DEL COMITe 245 DE LA COLONIA AGUA FRIA,251303.68,PROYECTOS Y EDIFICACIONES DEL PAIS S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,23-Dic-07,Terminada sin Finiquitar,1,2007
408,644/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA LA CALLE RODRIGO DE LA CRUZ DE JOSE MARIA MARTINEZ AL ARROYO Y JOSE MARIA MARTINEZ DE JULIAN RUBIO A CARRETERA A SALTILLO EN LA COLONIA VILLAS DE GUADALUPE DEL COMITE 3,938064.92,DURAN JIMENEZ ARQUITECTOS Y ASOCIADOS,Obra,2B,Infraestructura Urbana,Infraestructura Vial,29-Nov-07,09-Ene-08,En proceso,1,2007
408,645/P-AD-C11-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS PARA  LA CALLE JULIAN RUBIO DE PETRONILO CISNADO A TIMOTEO TORRES DEL COMITe 113 DE LA COLONIA VILLAS DE GUADALUPE,310870.42,GRUPO T Y P CONSTRUCTOR S.A. DE C.V.,Obra,2B,Infraestructura Urbana,Infraestructura Vial,17-Dic-07,13-Ene-08,Terminada sin Finiquitar,1,2007
49,646/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIAS EN LA CALLE INGENIERO RUBIO ENTRE LA CALLE LAS TORRES A LA CALLE CAJETES DEL COMITe NO. 252 DE LA COLONIA LOS CAJETES.,431969.23,URBANIZACIoN Y CONSTRUCCIoN  AVANZADA  S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,19-Nov-07,30-Dic-07,Terminada sin Finiquitar,1,2007
130,647/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE PRIVADA AGUA AZUL ENTRE LAS CALLES AGUA AZUL Y CERRADA EN EL COMITe 118 DE LA COLONIA LA FLORIDA,222766.94,GALJACK ARQUITECTOS Y CONSTRUCCIONES S.A. DE C.V.,Obra,8,Infraestructura Urbana,Infraestructura Vial,19-Nov-07,30-Dic-07,Finiquitada,1,2007
34,648/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE PAROTA DE PROLONGACION GUADALUPE Y CERRADA ADELANTE DE CALLE LIMA EN LA COLONIA BALCONES DEL SOL DEL COMITe NO. 295,234987.07,ARMAR EDIFICACIONES Y ACABADOS S.A. DE C.V.,Obra,7,Infraestructura Urbana,Infraestructura Vial,19-Nov-07,30-Dic-07,Terminada sin Finiquitar,1,2007
83,649/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE PEniASCO DE PINOS A ROBLE EN LA COLONIA COLINAS DE LA PRIMAVERA DEL COMITe 121,116911.71,DAKACE CONSTRUCTORA S.A. DE C.V.,Obra,7,Infraestructura Urbana,Infraestructura Vial,19-Nov-07,30-Dic-07,Finiquitada,1,2007
250,650/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA PARA  LA CALLE PARAISO ESCONDIDO DE PUERTO TAMPICO A PROL. TEPEYAC EN LA COLONIA MIRAMAR DEL COMITe NO. 76,138176,STELLA CONSTRUCCIONES S.A.. DE C.V.,Obra,7,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,23-Dic-07,Terminada sin Finiquitar,1,2007
266,651/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA PARA LA CALLE CHICO ZAPOTE DE TULLA A ABEDUL DEL COMITe NO. 50/07 (265) EN LA COLONIA PARAISOS DEL COLLI,486812.86,JALPRE S DE R.L.,Obra,7,Infraestructura Urbana,Infraestructura Vial,19-Nov-07,30-Dic-07,Terminada sin Finiquitar,1,2007
266,652/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LA CALLE PIRUL DE MANGO A NOGAL Y PIRUL DE NOGAL A LAS TORRES DEL COMITe NO. 86/07 (329) EN LA COLONIA PARAISOS DEL COLLI,360160.24,JALPRE S DE R.L.,Obra,7,Infraestructura Urbana,Infraestructura Vial,19-Nov-07,30-Dic-07,Terminada sin Finiquitar,1,2007
250,653/P-AD-C10-07,TRAZO NIVELACION Y CONFORMACION DE TERRACERIA EN LAS CALLES PUERTO MELAQUE ENTRE PUERTO TOPOLOBAMPO Y PUERTO MAZATLAN Y LA CALLE PUERTO MARQUEZ DE PUERTO MELAQUE A PUERTO LA PAZ EN LA COLONIA MIRAMAR DEL COMITe NO. 7,764848.83,SAHUAYALA S.A. DE C.V.,Obra,7,Infraestructura Urbana,Infraestructura Vial,19-Nov-07,30-Dic-07,Finiquitada,1,2007
261,654/P-AD-C11-07,DEMOLICION Y RECONSTRUCCION DE PUENTES VEHICULARES EN LA CALLE SAN MIGUEL Y EL ARROYO AGUA PRIETA CALLE LAS FLORES Y ARROYO AGUA PRIETA CONSTRUCCION DE PLANTILLA DE EMPEDRADO ZAMPEADO ENTRE CALLE SAN MIGUEL Y  AV. LAS ROSAS. INSTALACION DE MALLA CICLON,987399.6,PROYECTOS Y CONSTRUCCIONES MILENIO S.A. DE C.V.,Obra,8,Equipamiento Urbano,Equipamiento Vial,12-Nov-07,06-Ene-08,Terminada sin Finiquitar,1,2007
16,655/P-AD-C11-07,AMPLIACION DE LA VIALIDAD UBICADA EN AV. INDUSTRIA TEXTIL DE PASEO DE LOS OLIVOS A AV. FEDERALISTAS EN LA COLONIA ALTAGRACIA.,1100000,ACONT S.A. DE C.V.,Obra,3,Infraestructura Urbana,Infraestructura Vial,08-Dic-07,26-Ene-08,En proceso,1,2007
65,657/P-AD-C11-07,DEMOLICION DE PISO DE PORFIDO Y CONSTRUCCION DE CONCRETO ESTAMPADO EN LOS CRUCEROS DE LA AV. HIDALGO Y 5 DE MAYO ASI COMO AV. HIDALGO Y LA CALLE 28 DE ENERO EN EL CENTRO DE ZAPOPAN,334303.68,P Y P CONSTRUCTORA S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,02-Dic-07,Terminada sin Finiquitar,1,2007
23,658/P-AD-C11-07,CONSTRUCCION DE RED DE AGUA POTABLE Y TOMAS DOMICILIARIAS RED DE ALCANTARILLADO SANITARIO Y DESCARGAS DOMICILIARIAS  EN LA CALLE ARROYO ENTRE TEPETATE Y PLAN DE GUADALUPE EN LA COLONIA ARROYO HONDO,658395.91,ESTRUCTURAS CONSTRUCCIONES Y URBANIZACIONES S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Agua Potable,12-Nov-07,6-Mar-08,En proceso,1,2007
23,659/P-AD-C11-07,CONSTRUCCION DE TERRACERIAS Y OBRA DE PAVIMENTACION EMPEDRADO ZAMPEADO EN LA CALLE DEL ARROYO ENTRE CALLE TEPETATE Y PLAN DE GUADALUPE EN LA COLONIA ARROYO HONDO,1166396.84,ESTRUCTURAS CONSTRUCCIONES Y URBANIZACIONES S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,6-Mar-08,Terminada sin Finiquitar,1,2007
361,660/P-AD-C10-07,ELABORACION DEL PROYECTO EJECUTIVO DE ADECUACION VIAL CONSISTENTE EN LA AMPLIACION DEL CARRIL DE INCORPORACION DE LA AVENIDA ACUEDUCTO AL LATERAL DE ANILLO PERIFERICO ( INGRESO A COLONIA SANTA MARGARITA).,34606.06,GRUPO MUNDIAL Y MULTIPLE S&S S.A. DE C.V.,Estudio y/o Proyecto,1A,Equipamiento Urbano,Equipamiento Vial,19-Nov-07,06-Ene-08,En proceso,1,2007
274,664/P-AD-C11-07,CONSTRUCCION DE PUENTE VEHICULAR Y PEATONAL UBICADO EN CALLE PASEO DE LA FAMILIA Y ARROYO EL GARABATO PARALELO A CALLE SANTA EDUWIGES EN LA COLONIA PASEOS DEL BRISEniO.,637429.74,CONSTRUCCION Y MATERIALES DE JALISCO. S.A. DE C.V.,Obra,8,Equipamiento Urbano,Equipamiento Vial,22-Nov-07,13-Feb-08,En proceso,1,2007
361,666/P-AD-C11-07,CONSTRUCCION  DE OFICINA BODEGA Y ELEVACION DE TANQUE EN EL VIVERO GUAMUCHIL UBICADO EN LA CALLE SANTA LAURA S/N EN LA COLONIA SANTA MARGARITA,471029.9,EDIFICACIONES ESPECIALES GARCIA S.A. DE C.V.,Obra,1A,Equipamiento Urbano,Administracion y Gobierno,12-Nov-07,26-Dic-07,Terminada sin Finiquitar,1,2007
361,667/P-AD-C11-07,TERMINACION DE BODEGA EN PARQUES Y JARDINES UBICADO EN LA AVENIDA TESISTAN NUMERO 801 EN LA COLONIA SANTA MARGARITA,180452.27,CONSTRUCTORA VIRVAN S.A. DE C.V.,Obra,1A,Equipamiento Urbano,Administracion y Gobierno,21-Nov-07,21-Dic-07,Finiquitada,1,2007
250,668/P-AD-C11-07,CONSTRUCCION DE OFICINA EN EL VIVERO MIRAMAR UBICADO EN LA CALLE VOLCAN QUINCEO S/N EN LA COLONIA MIRAMAR.,177429.42,CONSTRUCTORA VIRVAN S.A. DE C.V.,Obra,7,Equipamiento Urbano,Administracion y Gobierno,22-Nov-07,22-Dic-07,Finiquitada,1,2007
41,670/P-AD-C11-07,REHABILITACION DE ASFALTO UBICADO EN AV. ACUEDUCTO ENTRE AV. JESUS A AV. SAN ISIDRO EN LA COLONIA LAS BOVEDAS,680000,CONSTRUCCION GG S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,16-Dic-07,En proceso,1,2007
323,671/P-AD-C11-07,REHABILITACION DE ASFALTO UBICADO EN JOSE CASAL JOSE DE JESUS HUERTA  ENTRE AV. CENTRAL Y DOMINGO GONZALEZ MAXEMIN DOMINGO GONZALEZ MAXEMIN ENTRE CIRCUITO FEDERALISTAS JALISCIENSES Y JUAN CAYETANO PORTUGAL EN LA COLONIA RESIDENCIAL PONIENTE.,215222.62,ACONT S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,01-Dic-07,04-Ene-08,Por Iniciar,1,2007
377,672/P-AD-C11-07,REHABILITACION DE ASFALTO UBICADO EN AV. PALMERAS DE LA CALLE CAPULINES A ANTIGUO CAMINO A TESISTAN EN LA COLONIA LA TUZANIA.,500000,LIM CONSTRUCTORA S.A. DE C.V.,Obra,4,Infraestructura Urbana,Infraestructura Vial,22-Nov-07,27-Dic-07,En proceso,1,2007
141,673/P-AD-C11-07,CONSTRUCCION DE ALCANTARILLADO SANITARIO CON TUBERIA DE P.V.C. Y DESCARGAS DOMICILIARIAS EN LA CALLE SIGUIENTE: AVENIDA LOPEZ MATEOS SUR ENTRE CIRCUNVALACION DEL NORTE Y SAN ANTONIO EN LA COLONIA LAS FUENTES.,650000,PAVIMENTOS INDUSTRIALES Y URBANIZACIONES S.A. DE C.V.,Obra,6,Infraestructura Urbana,Alcantarillado,12-Nov-07,16-Dic-07,Terminada sin Finiquitar,1,2007
76,674/P-AD-C11-07,REHABILITACION DE LA RED DE ALCANTARILLADO SANITARIO TUBERIA DE P.V.C. SERIE S-25 UBICADO EN LAS SIGUIENTES CALLES: MIXCOATL ENTRE QUETZALCOTL Y POPOCATEPETL  QUEZATCOATL ENTRE AXAYACATL  Y CHIMALHUACAN  EN LA COLONIA CIUDAD DEL SOL .,805120.39,GRUPO CONSTRUCTOR FELCA S.A. DE C.V.,Obra,6,Infraestructura Urbana,Alcantarillado,12-Nov-07,24-Mar-08,En proceso,1,2007
11,675/P-AD-C11-07,ADECUACION VIAL CONSISTENTE EN REHABILITACION DE CARPETA ASFALTICA Y CONSTRUCCION DE ISLETAS Y CAMELLONES EN EL CRUCERO DE LA AVENIDA SIERRA DE TAPALPA Y AVENIDA DEL TESORO EN LA COLONIA LAS AGUILAS,1044940.9,SAHUAYALA S.A. DE C.V.,Obra,6,Equipamiento Urbano,Equipamiento Vial,19-Nov-07,10-Feb-08,Terminada sin Finiquitar,1,2007
287,676/P-AD-C11-07,CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO CON TUBERIA DE P.V.C. SERIE S-25 Y DESCARGAS DOMICILIARIAS UBICADAS EN LAS CALLES SIGUIENTES: AGUSTIN LARA ENTRE GUTY CARDENAS Y CERRADA MARIA GREEVER ENTRE LORENZO BARCELATA Y CERRADA Y SUSTITUCION DE ATA,604224.08,PROYECTOS Y CONSTRUCCIONES MILENIO S.A. DE C.V.,Obra,8,Infraestructura Urbana,Alcantarillado,26-Nov-07,06-Ene-08,En proceso,1,2007
345,677/N-AD-C11-07,CONSTRUCCION DE EMPEDRADO DE 15 CM DE ESPESOR  CON HUELLAS DE ADOQUIN UBICADO EN LA SIGUIENTE CALLE EJIDO DE LIBERTAD A FRANCISCO DE SALES EN LA COLONIA SAN ISIDRO EJIDAL.,400000,ING. IVAN JAIME DE ALBA PADILLA,Obra,1A,Infraestructura Urbana,Infraestructura Vial,17-Nov-07,22-Dic-07,Terminada sin Finiquitar,1,2007
149,678/P-AD-C11-07,REHABILITACIoN DE EMPEDRADO Y BANQUETAS UBICADO EN LA CALLE FERMIN RIESTRA EN LA COLONIA GUADALAJARITA,573150.71,CONSTRUCCION Y MATERIALES DE JALISCO. S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Infraestructura Vial,22-Nov-07,27-Dic-07,En proceso,1,2007
406,679/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LA CALLE LA VILLA DE CUAUHTEMOC A EMILIO CARRANZA EN LA COLONIA LA VILLA,360000,ACONT S.A. DE C.V.,Obra,1A,Infraestructura Urbana,Infraestructura Vial,01-Dic-07,16-Ene-08,En proceso,1,2007
65,680/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL SOBRE EMPEDRADO UBICADO EN LA CALLE CUAUHTEMOC ENTRE LA CALLE LA VILLA Y LIBERTAD EN LA COLONIA ZAPOPAN CENTRO,536191.51,PINTURAS FINAS Y ACABADOS HAZHARZ,Obra,1A,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,26-Dic-07,Terminada sin Finiquitar,1,2007
25,681/P-AD-C11-07,CONSTRUCCION DE LINEA DE ALCANTARILLADO SANITARIO CON TUBERIA DE PVC SERIE S-25 Y DESCARGAS DOMICILIARIAS UBICADA EN LA CALLE SIGUIENTE: PRIVADA ANAHUAC ENTRE ANAHUAC Y CERRADA EN LA COLONIA ATEMAJAC DEL VALLE,42846.11,PINTURAS FINAS Y ACABADOS HAZHARZ,Obra,1B,Infraestructura Urbana,Alcantarillado,12-Nov-07,09-Dic-07,Finiquitada,1,2007
36,682/P-AD-C11-07,CONSTRUCCION DE ADOQUIN EN LA CALLE FRANCISCO I MADERO  DE OCCIDENTAL A ALLENDE EN LA COLONIA EL BATAN,550000,CONSTRUCTORA DIRU S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,16-Dic-07,Finiquitada,1,2007
136,683/P-AD-C11-07,REHABILITACIoN DE HUNDIMIENTOS EN EMPEDRADO UBICADO EN LOS INGRESOS  23 Y 4 EN LOS ANDORES LUIS FARAH EN LA COLONIA LOS PARAISOS.,146069.83,URBANIZADORA 2000 SA DE CV,Obra,1B,Infraestructura Urbana,Infraestructura Vial,21-Nov-07,19-Dic-07,Finiquitada,1,2007
283,684/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL SOBRE EMPEDRADO UBICADO EN LA CALLE RAFAEL VEGA SANCHEZ ENTRE JUAN DEL CARMEN Y GABRIEL MARQUEZ EN LA COLONIA PEDRO MORENO,383503.53,TECNOLOGIA EN ASFALTOS S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,26-Dic-07,Finiquitada,1,2007
395,685/P-AD-C11-07,REHABILITACION DE CARPETA ASFALTICA UBICADA EN LAS SIGUIENTES CALLES MANUEL ANAYA  DE JOSE DE FIERRO A INSURGENTES VICTOR ROSALES ENTRE MANUEL ANAYA Y VENUSTIANO CARRANZA EN LA COLONIA VENUSTIANO CARRANZA,562409.55,CONSTRUCCION Y CONSERVACION DE VIAS TERRESTRES S.A. DE C.V.,Obra,1B,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,16-Dic-07,Finiquitada,1,2007
422,686/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL SOBRE EMPEDRADO UBICADO EN LAS CALLES COLINA AREA ENTRE COLINA CORINTIA Y COLINA DEL CAPITOLIO EN LA COLONIA ZOQUIPAN EJIDAL,202757.86,CODECAM CONSTRUCCIONES S.A. DE C.V.,Obra,RS,Infraestructura Urbana,Infraestructura Vial,26-Nov-07,09-Ene-08,Terminada sin Finiquitar,1,2007
115,687/P-AD-C11-07,CONSTRUCCION DE CARPETA ASFALTICA DE 5 CM DE ESPESOR Y SELLO SLURRY SEAL UBICADO EN LA CALLE FRANCISCO VILLA A PROLONGACION FEDERALISMO EN LA COLONIA DIVISION DEL NORTE,896979.67,GRUPO BACHAALANI S.A. DE C.V.,Obra,2A,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,12-Feb-08,Finiquitada,1,2007
364,688/P-AD-C11-07,REHABILITACION DE CARPETA ASFALTICA UBICADA EN LAS SIGUIENTES CALLES BENITO JUAREZ Y JUAN ALVAREZ EN LA COLONIA SANTA MARIA DEL PUEBLITO,507466.74,CONSTRUCCION GG S.A. DE C.V.,Obra,5A,Infraestructura Urbana,Infraestructura Vial,12-Nov-07,16-Dic-07,Terminada sin Finiquitar,1,2007
86,689/P-AD-C11-07,"CONSTRUCCION DE LINEA DE ALCANTARILLADO SANITARIO CON TUBERIA DE PVC SERIE S-25 DIAMETRO DE 14"" Y DESCARGAS DOMICILIARIAS UBICADA EN LA CALLE PASEO LOMA LARGA ENTRE LAS FINCAS MARCADAS CON LOS NUMEROS 350 AL 375 EN LA COLONIA COLINAS DE SAN JAVIER.",360261.68,GRUPO CONSTRUCTOR ESPECIALIZADO PUENTE-CASTILLO S.A. DE C.V.,Obra,5B,Infraestructura Urbana,Alcantarillado,26-Nov-07,8-Mar-08,Terminada sin Finiquitar,1,2007
236,690/N-AD-C11-07,"CONSTRUCCION DE RED DE ALCANTARILLADO SANITARIO CON TUBERIA DE PVC SERIE 25 DE 10"" DE DIAMETRO Y DESCARGAS DOMICILIARIAS UBICADAS EN LAS CALLES SIGUIENTES: ANTIGUO CAMINO A COPALITA ENTRE PRIVADA ELOTE Y CHABACANO SORGO Y TRIGO ENTRE ELOTE Y PRIVADA ELO",1059600.49,CONSTRUCCIONES CIVILES Y PROTECCIONES ANTICORROSIVAS S.A. DE C.V.,Obra,3,Infraestructura Urbana,Alcantarillado,24-Nov-07,05-Ene-08,Finiquitada,1,2007
